orcamento,lingua_original,titulo,popularidade,data_lancamento,faturamento,tempo,estado,rotulo,media_votos,contagem_votos
2100000,en,The Best Years of Our Lives,8.38717,1946-12-25,23650000,172,Released,Three wonderful loves in the best picture of the year!,7.6,143
0,en,Bully,6.677093,2001-06-15,480811,113,Released,It's 4 a.m... do you know where your kids are?,6.7,125
0,en,Elling,2.526356,2001-03-16,0,89,Released,,7.0,51
2100000,en,Mi America,0.039007,2015-10-16,3330,126,Released,,0.0,0
1500000,es,[REC],31.691617,2007-04-10,30448000,78,Released,One witness. One camera,7.1,934
0,en,Lies in Plain Sight,0.47909,2010-10-03,0,88,Released,,4.5,4
0,en,Sharkskin,0.027801,2015-01-01,0,0,Released,,0.0,0
0,en,Containment,2.122451,2015-07-09,0,77,Released,No water. No power. No explanation. No escape.,5.1,36
0,de,The Timber,0.803761,2015-02-27,0,81,Released,"Fortunes will be made, lives will be lost.",4.1,15
2000000,en,From Russia with Love,41.298723,1963-10-11,78898765,115,Released,The world's masters of murder pull out all the stops to destroy Agent 007!,6.9,760
0,en,The Toxic Avenger Part II,1.791331,1989-02-24,0,96,Released,,5.3,39
2000000,en,Sleeper,10.664202,1973-12-17,18344729,89,Released,Woody Allen takes a nostalgic look at the future.,7.0,200
2000000,en,It Follows,100.876794,2015-02-04,14674076,100,Released,"It doesn't think, it doesn't feel, it doesn't give up",6.6,1832
2000000,en,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,13.223111,1972-08-06,18016290,88,Released,,6.6,215
2000000,en,To Kill a Mockingbird,22.139842,1962-12-25,13129846,129,Released,,8.0,657
2000000,en,Mad Max 2,37.117362,1981-12-24,24600832,95,Released,"When all that's left is one last chance, pray that he's still out there ... somewhere!",7.3,957
0,cn,醉拳二,15.046612,1994-02-03,0,102,Released,He's got a secret weapon with a lot of kick.,7.2,242
2000000,en,Boys Don't Cry,15.557144,1999-09-02,11540607,118,Released,A true story about finding the courage to be yourself.,7.2,353
2000000,en,Silent House,11.66632,2011-01-21,13101672,85,Released,"Experience 88 minutes of real fear, captured In real time",5.2,125
2000000,de,Das Leben der Anderen,34.938177,2006-03-15,70000000,137,Released,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",7.9,958
1000000,en,Courageous,5.961119,2011-09-30,34522221,129,Released,Honor Begins at Home.,6.8,77
2000000,en,The Hustler,17.639478,1961-09-25,7600000,134,Released,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,7.6,240
2000000,en,Boom Town,1.867004,1940-08-30,9172000,119,Released,Where Men Are Rough And Tough . . . And Like Their Women The Same Way !,6.5,8
8000000,fr,Les triplettes de Belleville,13.944645,2003-06-11,1477676,80,Released,,7.3,231
0,en,Smoke Signals,2.304552,1998-01-16,0,89,Released,,6.6,24
0,en,American Splendor,7.792851,2003-08-15,6003587,101,Released,Ordinary life is pretty complex stuff,7.1,120
2700000,en,Before Sunset,14.799323,2004-02-10,15992615,80,Released,What if you had a second chance with the one that got away?,7.6,718
2000000,es,Amores perros, an injured supermodel's designer pooch disappears into the apartment's floorboards,"[{""name"": ""Altavista Films"", ""id"": 5084}, {""name"": ""Zeta Film"", ""id"": 11230}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2000-06-16,154,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Love. Betrayal. Death.,Amores perros
2000000,en,Thirteen,20.331593,2003-08-20,4601043,100,Released,It's happening so fast.,6.7,339
2000000,en,Gentleman's Agreement,5.381536,1947-11-11,7800000,118,Released,,6.8,47
2000000,en,Winter's Bone,20.834883,2010-06-11,13831503,100,Released,Talking Just Causes Witnesses,6.8,565
0,en,Touching the Void,14.045887,2003-09-05,13885802,106,Released,,7.6,138
2000000,en,Alexander's Ragtime Band,0.483974,1938-05-24,4000000,106,Released,An American Cavalcade!,4.8,6
0,en,Me and You and Everyone We Know,9.719094,2005-06-17,0,90,Released,,7.0,107
2000000,en,Inside Job,16.930914,2010-10-08,7871522,109,Released,"The film that cost $20,000,000,000,000 to make.",7.7,286
6000000,en,We Are Your Friends,28.819424,2015-08-26,11122090,96,Released,The world is yours.,6.3,658
0,en,Ghost Dog: The Way of the Samurai,18.223139,1999-09-13,0,116,Released,All assassins live beyond the law … only one follows the code,7.2,298
2000000,en,Harsh Times,12.999023,2005-09-11,5967038,120,Released,Take A Ride To The Edge,6.3,197
2000000,en,Captive,6.728882,2015-09-17,2801508,97,Released,Faith. Redemption. Survival.,5.6,92
2000000,en,Full Frontal,1.95686,2002-08-02,2506446,96,Released,Everybody Needs A Release,4.8,26
0,en,Witchboard,7.151154,1986-12-31,0,98,Released,It's more than just a game.,5.9,58
2000000,en,Shortbus,14.846001,2006-05-20,5179037,101,Released,Open Your Mind. And Everything Else.,6.3,140
2000000,he,Vals Im Bashir,14.08251,2008-06-25,11125849,90,Released,,7.8,291
2000000,en,"The Book of Mormon Movie, Volume 1: The Journey",0.031947,2003-09-12,1672730,120,Released,"2600 years ago, one family began a remarkable journey and set the course for a latter-day faith. This is their story.",5.0,2
2000000,en,No End in Sight,2.283796,2007-07-27,1431623,102,Released,The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.,7.2,23
2000000,en,The Diary of a Teenage Girl,18.224326,2015-08-07,1477002,98,Released,Some things are best kept secret.,6.8,279
2000000,en,In the Shadow of the Moon,3.43159,2007-01-19,0,109,Released,,7.6,31
0,en,Meek's Cutoff,4.749885,2010-09-05,876302,104,Released,The Road to Civilisation is Not Always Civilised,6.5,77
2000000,en,Inside Deep Throat,3.980072,2005-02-11,653621,92,Released,It was filmed in 6 days for 25 thousand dollars. The government didn't want you to see it. It was banned in 23 states. It has grossed over 600 million dollars. And it is the most profitable film in motion picture history.,6.8,31
0,en,Dinner Rush,1.096355,2000-09-01,0,99,Released,,7.1,19
0,en,Clockwatchers,1.196943,1997-01-01,0,96,Released,,5.6,13
2000000,en,The Virginity Hit,3.125382,2010-09-10,563706,120,Released,,4.6,19
2000000,fr,Subway,5.261065,1985-04-10,390659,104,Released,An underground story where lives intertwine,6.3,86
0,en,House of D,6.337735,2005-04-15,0,97,Released,,6.1,23
0,en,Teeth,7.359286,2007-01-19,0,94,Released,Every rose has its thorns.,5.2,210
2000000,en,Six-String Samurai,1.892183,1998-09-18,124494,91,Released,Vegas Needs a New King.,5.8,36
0,en,Hum To Mohabbat Karega,0.001186,2000-05-26,0,0,Released,,0.0,0
2000000,en,It's All Gone Pete Tong,3.911445,2004-09-12,120620,90,Released,,7.1,52
3800000,en,Saint John of Las Vegas,2.559806,2009-06-10,111731,84.0,Released,,5.9,18
0,en,24 7: Twenty Four Seven,0.744406,1997-08-31,0,96.0,Released,,6.3,10
13500000,en,Stonewall,5.16023,2015-09-18,187674,129.0,Released,Where Pride Began,5.2,32
7000000,en,Roadside Romeo,0.253595,2008-10-24,1100000,93.0,Released,,6.7,3
0,en,This Thing of Ours,0.046868,2005-01-01,0,100.0,Released,,5.0,1
0,en,The Lost Medallion: The Adventures of Billy Stone,2.952932,2013-03-01,0,97.0,Released,Finding it is only the beginning.,5.6,13
0,en,The Last Five Years,5.563068,2014-11-03,0,94.0,Released,There are two sides to every love story.,5.5,143
0,en,The Missing Person,1.161034,2009-01-16,0,95.0,Released,John Rosow is a private investigator. And an alcoholic. He just got the case of his life.,6.4,9
2000000,en,Return of the Living Dead 3,7.502934,1993-10-01,54207,97.0,Released,She's to die for.,5.9,88
0,en,London,5.350423,2005-02-10,0,92.0,Released,One young man's incredible journey of self-discovery,6.1,96
2000000,en,Sherrybaby,4.261509,2006-09-08,622806,96.0,Released,No one makes it alone.,6.3,41
0,en,Circle,6.752141,2015-10-02,0,87.0,Released,In here… everything gets you killed.,6.0,333
0,en,Eden Lake,20.362373,2008-09-12,3983997,91.0,Released,"A weekend by the lake, with views to die for.",6.7,406
0,en,Plush,5.099368,2013-09-13,0,98.0,Released,There's a fine line between love and obsession.,5.4,40
0,en,Lesbian Vampire Killers,6.632891,2009-03-16,0,86.0,Released,"After Twilight, The Real Party Starts.",5.3,124
0,en,Jerusalema,1.717376,2008-02-11,0,120.0,Released,Welcome to the promised land.,6.8,16
0,en,Freeze Frame,4.922397,2004-05-01,0,99.0,Released,,6.9,18
1000000,en,Grave Encounters,13.222268,2011-09-09,0,92.0,Released,They Were Searching For Proof.  They Found it.,6.1,381
100000,en,Stitches,7.447714,2012-05-19,95000,86.0,Released,You'll die laughing...,5.5,92
2000000,en,Nine Dead,9.68793,2010-01-01,0,98.0,Released,It doesn't have to end this way,5.2,84
2,en,"To Be Frank, Sinatra at 100",0.050625,2015-12-12,0,,Released,,0.0,0
2000000,en,Bananas,5.941852,1971-04-28,11833696,82.0,Released,,6.7,165
0,en,$upercapitalist,0.174311,2012-08-10,0,103.0,Released,Money for Life,3.5,2
0,en,Rockaway,0.361554,2007-07-07,0,76.0,Released,,5.8,2
2300000,en,The Lady from Shanghai,8.055084,1947-12-24,0,87.0,Released,I told you... you know nothing about wickedness,7.2,102
2000000,en,No Man's Land: The Rise of Reeker,4.346271,2008-05-01,0,88.0,Released,,4.4,27
14000000,en,Highway,3.419685,2002-01-01,0,97.0,Released,It started as a desperate escape and became the wildest ride of their lives,5.6,37
2000000,en,Small Apartments,5.100741,2012-03-10,0,96.0,Released,,5.7,50
0,en,Coffee Town,2.253589,2013-07-09,0,87.0,Released,,6.7,45
0,en,The Ghastly Love of Johnny X,0.209475,2013-04-26,0,106.0,Released,They Sing! They Dance! They're Juvenile Delinquents from Outer Space!,6.6,8
0,en,All Is Bright,3.613577,2013-09-10,0,107.0,Released,All is busted. All is broke. All is bitter. All is BRIGHT.,5.3,36
0,de,Die Schlangengrube und das Pendel,1.296784,1967-10-05,0,85.0,Released,UNBELIEVABLE! Until You See It With Your Own Eyes!,6.3,12
7000000,en,Straight A's,4.50829,2013-01-16,0,88.0,Released,,5.2,46
0,en,A Funny Thing Happened on the Way to the Forum,8.902102,1966-10-16,0,99.0,Released,Something for Everyone!,6.1,24
0,en,Slacker Uprising,1.619635,2007-09-27,0,102.0,Released,,5.9,10
0,en,The Legend of Hell's Gate: An American Conspiracy,1.002585,2011-03-03,0,108.0,Released,Justice was delieverd by the fastest gun.,3.9,8
0,en,Walking with the Dead,1.332804,2015-03-20,0,90.0,Released,,4.2,35
2000000,en,The Curse of Downers Grove,2.00163,2015-08-21,0,89.0,Released,High school can be murder.,4.4,24
2000000,en,Shark Lake,1.187764,2015-10-02,0,92.0,Released,In this lake you have to fight to survive,4.4,19
19000000,en,River's Edge,6.463806,1986-08-27,0,99.0,Released,The most controversial film you will see this year.,6.7,59
0,en,Northfork,1.980265,2003-01-01,0,103,Released,,6.7,24
1950000,en,The Marine 4: Moving Target,3.696123,2015-04-10,0,90,Released,,5.8,49
1987650,en,Buried,32.841229,2010-09-24,19152480,94,Released,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",6.6,827
0,en,Submarine,8.518866,2011-03-18,864659,97,Released,A comedy that doesn't let principles stand in the way of progress.,7.4,443
0,ar,The Square,4.892203,2013-06-07,0,88,Released,What does it mean to risk your life for your ideals? How far will five revolutionaries go in defending their beliefs in the fight for their nation?,7.8,55
0,fr,Chacun sa nuit,4.665026,2006-07-21,0,95,Released,,5.8,12
0,hi,एबीसीडी,1.294967,2013-02-07,222000,160,Released,India's First 3D Dance movie,5.6,10
0,en,Man on Wire,14.331992,2008-07-25,2957978,94,Released,1974. 1350 feet up. The artistic crime of the century.,7.5,275
0,en,Abandoned, four men face almost certain death.,"[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}]",2015-08-30,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Abandoned,5.8
1900000,en,Brotherly Love,1.367751,2015-04-24,0,89,Post Production,,6.9,21
1800000,en,The Last Exorcism,14.838986,2010-08-27,67738090,87,Released,Believe In Him.,5.6,328
0,en,Nowhere Boy,1.950959,2009-12-25,0,98,Released,As a boy all John Lennon needed was love.,7.2,244
1800000,en,A Streetcar Named Desire,14.884756,1951-09-18,8000000,125,Released,"...Blanche, who wanted so much to stay a lady...",7.6,281
1800000,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,41.996783,1964-01-29,9440272,95,Released,The hot-line suspense comedy,8.0,1442
1800000,es,El Crimen del Padre Amaro,2.179428,2002-10-01,0,118,Released,Lead us not into temptation,6.2,36
1800000,en,Beasts of the Southern Wild,12.471239,2012-06-29,21107746,93,Released,I  gotta take care of mine.,6.8,403
1700000,en,Battle for the Planet of the Apes,13.315383,1973-06-15,8844595,93,Released,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,5.5,215
0,en,Songcatcher,3.363321,2001-03-01,0,109,Released,Fall under its spell..,5.6,9
2000000,en,Higher Ground,1.699101,2011-08-26,841733,109,Post Production,,5.3,14
0,ta,வாலு,0.320387,2015-08-14,0,155,Released,Life is what u make it,6.7,5
0,en,The Greatest Movie Ever Sold,0.692497,2011-04-22,621951,87,Released,"He's not selling out, he's buying in.",6.4,88
0,en,Ed and His Dead Mother,0.023436,1993-06-04,0,93,Released,A family reunion with some minor complications.,5.5,12
0,en,Travellers and Magicians,0.749699,2003-09-09,0,108,Released,The bitter and the sweet of temporary things.,6.8,9
1800000,en,Hang 'em High,11.756943,1968-07-31,6800000,114,Released,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!,6.7,192
0,en,Deadline - U.S.A.,0.225627,1952-03-14,0,87,Released,,6.9,17
0,en,Sublime,6.833164,2007-06-15,0,113,Released,,5.3,33
0,en,A Beginner's Guide to Snuff,0.060127,2016-03-04,0,87,Released,,0.0,0
1800000,en,Independence Daysaster,1.959405,2013-06-27,0,86,Released,,4.2,22
1800000,en,Dysfunctional Friends,0.21544,2012-02-03,0,101,Released,There's a thin line between money and friends.,5.0,4
1530000,de,Lola rennt,27.36562,1998-08-20,7267585,81,Released,Every second of every day you're faced with a decision that can change your life.,7.2,664
500000,en,May,8.650779,2002-01-13,150277,93,Released,Be Careful... She Just Might Take Your Heart.,6.3,152
1493619,en,Against the Wild,2.492747,2013-12-29,0,90,Released,Partners in survival. Friends for life.,4.9,19
0,es,La misma luna,2.756435,2008-03-20,23311391,106,Released,The love between a mother and a son knows no Boundraries.,7.0,28
1700000,en,Conquest of the Planet of the Apes,18.828683,1972-06-29,9700000,88,Released,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,6.1,236
1700000,en,In the Bedroom,6.979638,2001-11-23,0,130,Released,A young man. An older woman. Her ex-husband. Things are about to explode...,6.4,89
2000000,en,I Spit on Your Grave,26.281839,2010-06-17,572809,108,Released,It's Date Night,6.3,519
1700000,en,"Happy, Texas",2.079125,1999-12-03,1943649,98,Released,Escaped convicts disguised as beauty pageant experts? This could get ugly,5.5,39
0,en,My Summer of Love,3.939753,2004-08-20,0,86,Released,The most dangerous thing to want is more.,6.0,59
1000000,hi,Dabba,14.017809,2013-09-19,4235151,104,Released,,7.3,221
0,en,Yes,3.677831,2005-08-05,0,100,Released,,5.9,7
1644736,en,You Can't Take It With You,3.426314,1938-08-23,7433101,126,Released,YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!,7.2,79
1650000,en,From Here to Eternity,6.915201,1953-08-04,30500000,118,Released,Pouring out of impassioned pages...brawling their way to greatness on the screen!,7.2,133
1600000,en,She Wore a Yellow Ribbon,8.535178,1949-10-22,5400000,103,Released,John Ford's New and Finest Picture of the Fighting Cavalry!,7.1,61
0,en,Grace Unplugged,2.160586,2013-10-04,0,102,Released,Would you give up what you need... to get everything you want?,6.0,24
0,en,Foolish,0.796009,1999-04-09,6033999,84,Released,This big mouth is ready for the big time,6.3,3
0,en,N-Secure,0.13456,2010-10-15,2592808,0,Released,,4.3,4
0,ar,سكر بنات,4.554574,2007-07-01,0,96,Released,,6.8,52
0,en,Out of the Dark,3.215465,2014-08-27,0,92,Released,,4.6,55
0,he,Ha-Buah,1.49436,2006-06-06,0,114,Released,,7.6,20
1600000,en,The Conversation,20.810292,1974-04-07,4420000,113,Released,Harry Caul is an invader of privacy. The best in the business.,7.5,372
0,hi,दिल जो भी कहे,0.122704,2006-12-07,0,0,Released,,0.0,0
0,fr,La sirène du Mississipi,3.654018,1969-06-18,0,123,Released,The Bride Came as Advertised...With an Unadvertised Special,6.7,32
0,en,I Love Your Work,3.313339,2003-10-05,0,111,Released,,6.5,2
0,en,Cabin Fever,5.379319,2016-02-12,0,99,Released,You can't run from what's inside.,4.4,111
2000000,en,Waitress,9.67299,2007-05-25,22179430,108,Released,If only life were as easy as pie,6.7,129
1500000,en,Bloodsport,17.49699,1988-02-26,11806119,92,Released,The true story of an American ninja.,6.6,363
1500000,en,Mr. Smith Goes to Washington,12.2624,1939-10-19,9600000,129,Released,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",7.9,241
1500000,en,Kids,13.291991,1995-07-28,7412216,91,Released,,6.8,279
1500000,en,The Squid and the Whale,13.788054,2005-10-05,11098131,81,Released,Joint custody blows.,6.9,226
1000000,en,Kissing Jessica Stein,3.990215,2001-04-21,10013424,97,Released,"When it comes to love, sometimes she just can't think straight.",5.9,48
17000000,en,Kickboxer: Vengeance,6.526588,2016-07-14,0,90,Released,,4.5,99
1500000,en,Spellbound,11.145915,1945-12-28,7000000,111,Released,The maddest love that ever possessed a woman.,7.3,160
